,Name,Year,Global_Sales
13736,Zen-Nippon GT Senshuken,1995.0,0.04
13737,North American Hunting Extravaganza 2,2010.0,0.04
13738,City Builder,2010.0,0.04
13739,PD Ultraman Battle Collection 64,1999.0,0.04
13740,Monaco Grand Prix,1999.0,0.04
13741,Worms Armageddon,1999.0,0.04
13742,Rally Challenge 2000,1999.0,0.04
13743,Looney Tunes Duck Dodgers Starring: Daffy Duck,2000.0,0.04
13744,Superman: Countdown to Apokolips,2003.0,0.04
13745,Deadly Arts,1998.0,0.04
13746,Kikou Heidan J-Phoenix 2,2003.0,0.04
13747,Sengoku Musou 3 Z Special,2012.0,0.04
13748,Dragon's Lair 3D: Return to the Lair,2002.0,0.04
13749,Harukanaru Toki no Naka de 5,2011.0,0.04
13750,Meteos: Disney Magic,2007.0,0.04
13751,Worms 4: Mayhem,2005.0,0.04
13752,Resident Evil: Operation Raccoon City,2012.0,0.04
13753,Winning Post 7 2012,2012.0,0.04
13754,Samurai Warriors 2: Empires,2007.0,0.04
13755,Super Black Bass Fishing,2005.0,0.04
13756,Point Blank 2,1998.0,0.04
13757,Who Wants to Be a Millionaire: 3rd Edition,2010.0,0.04
13758,Test Drive: Ferrari Legends,2012.0,0.04
13759,Saru! Get You! Pipo Saru Senki,2009.0,0.04
13760,Infamous: First Light,2014.0,0.04
13761,J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,2013.0,0.04
13762,Imabikisou,2007.0,0.04
13763,Logic Machines,2009.0,0.04
13764,One Piece: Burning Blood,2016.0,0.04
13765,Hakuouki: Reimeiroku Portable,2011.0,0.04
13766,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,2008.0,0.04
13767,Antz Extreme Racing,2002.0,0.04
13768,Motto TOEIC Test DS Training,2008.0,0.04
13769,Super Robot Gakuen,2009.0,0.04
13770,Atelier Iris 3: Grand Phantasm (JP Sales),2006.0,0.04
13771,Terraria,2014.0,0.04
13772,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,2014.0,0.04
13773,Empire Earth III,2007.0,0.04
13774,Mike Tyson Boxing,2002.0,0.04
13775,Jojo's Fashion Show: Design in a Dash!,2009.0,0.04
13776,The Legend of Heroes: Trails in the Sky First Chapter,2012.0,0.04
13777,Go Diego Go!: Safari Rescue,2008.0,0.04
13778,Deal or No Deal: Special Edition,2010.0,0.04
13779,Clannad,2006.0,0.04
13780,Nobunaga's Ambition: Sphere of Influence,2014.0,0.04
13781,Fisherman's Challenge,2003.0,0.04
13782,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,2009.0,0.04
13783,Akko ni Omakase! Brain Shock,2006.0,0.04
13784,Mission: Impossible - Operation Surma,2003.0,0.04
13785,Guild Wars Trilogy,2005.0,0.04
13786,Patrician IV,2010.0,0.04
13787,Deadliest Warrior: Ancient Combat,2012.0,0.04
13788,King of Fighters: Maximum Impact Regulation A,2007.0,0.04
13789,Who Wants to be a Millionaire: 1st Edition,2007.0,0.04
13790,Star Ocean 5: Integrity and Faithlessness,2016.0,0.04
13791,Date A Live: Rine Utopia,2013.0,0.04
13792,CSI: Fatal Conspiracy,2010.0,0.04
13793,Durarara!! 3way Standoff: Alley,2011.0,0.04
13794,Surf's Up,2007.0,0.04
13795,Fritz Chess,2009.0,0.04
13796,The Da Vinci Code,2006.0,0.04
13797,Famicom Mini: Clu Clu Land,2004.0,0.04
13798,Astro Boy: The Video Game,2009.0,0.04
13799,Metal Slug XX,2009.0,0.04
13800,Sacred Blaze,2009.0,0.04
13801,Rollin' Rascals,2009.0,0.04
13802,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,2007.0,0.04
13803,Thoroughbred Breeder II Plus,1995.0,0.04
13804,Pure Pinball,2004.0,0.04
13805,Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,2011.0,0.04
13806,Zac to Ombra: Maboroshi no Yuuenchi,2010.0,0.04
13807,Resident Evil: Revelations,2013.0,0.04
13808,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,2010.0,0.04
13809,Shadow of the Colossus,2011.0,0.04
13810,Phantom Breaker,2011.0,0.04
13811,Gummy Bears Mini Golf,2010.0,0.04
13812,Brothers In Arms DS,2007.0,0.04
13813,Valhalla Knights 2: Battle Stance,2009.0,0.04
13814,99 no Namida,2008.0,0.04
13815,Clannad,2008.0,0.04
13816,Cyber Troopers Virtual-On Marz,2003.0,0.04
13817,Headhunter: Redemption,2004.0,0.04
13818,Ookami to Koushinryou: Boku to Horo no Ichinen,2008.0,0.04
13819,Bomberman: Act Zero,2006.0,0.04
13820,Stuntman,2003.0,0.04
13821,Time Travelers,2012.0,0.04
13822,Burnout Paradise: The Ultimate Box,2009.0,0.04
13823,The Chase: Felix Meets Felicity,2009.0,0.04
13824,Stoked: Big Air Edition,2009.0,0.04
13825,Syndicate Wars,1997.0,0.04
13826,Castlevania: Lords of Shadow 2,2014.0,0.04
13827,Draglade (JP sales),2007.0,0.04
13828,Herc's Adventures,1997.0,0.04
13829,Tiger Woods PGA Tour Golf,2002.0,0.04
13830,Twin Strike: Operation Thunder,2008.0,0.04
13831,BlazBlue: Chrono Phantasma Extend,2015.0,0.04
13832,All Points Bulletin,2010.0,0.04
13833,Romance of the Three Kingdoms 13,2015.0,0.04
13834,The Movies,2005.0,0.04
13835,SuperCar Challenge,2009.0,0.04
13836,Dreamfall: The Longest Journey,2006.0,0.04
13837,The Sims 4: Spa Day,2015.0,0.04
13838,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,1995.0,0.04
13839,Yuki Yuna is a Hero: Memory of the Forest,2015.0,0.04
13840,JASF: Jane's Advanced Strike Fighters,2011.0,0.04
13841,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,2005.0,0.04
13842,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,2010.0,0.04
13843,Zatch Bell! Mamodo Fury,2005.0,0.04
13844,Dora's Big Birthday Adventure,2010.0,0.04
13845,PopStar Guitar,2008.0,0.04
13846,Haikyu!! Cross Team Match!,2016.0,0.04
13847,NHL Blades of Steel 2000,1999.0,0.04
13848,Outlaw Volleyball Remixed,2004.0,0.04
13849,The Adventures of Darwin,2006.0,0.04
13850,Scarface: The World is Yours,2006.0,0.04
13851,Blood Bowl,2009.0,0.04
13852,FIFA World Cup Germany 2006,2006.0,0.04
13853,Supreme Commander: Forged Alliance,2007.0,0.04
13854,Klonoa Heroes: Densetsu no Star Medal,2002.0,0.04
13855,Hyperdimension Neptunia Victory II,2015.0,0.04
13856,Pajama Sam: You are What You Eat From Your Head to Your Feet,2001.0,0.04
13857,Sid Meier's Railroads!,2006.0,0.04
13858,Jig-A-Pix: Pets,2009.0,0.04
13859,Brothers: A Tale of Two Sons,2015.0,0.04
13860,Warhammer: Dark Omen,1998.0,0.04
13861,Mobile Suit Gundam: Mokuba no Kiseki,2012.0,0.04
13862,Denki Blocks!,2001.0,0.04
13863,A Ressha de Ikou DS,2009.0,0.04
13864,Harukanaru Toki no Naka de 4: Aizouban,2010.0,0.04
13865,Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,2015.0,0.04
13866,Colin McRae Rally 3,2002.0,0.04
13867,Ballistic,1999.0,0.04
13868,Paddington: Adventures in London,2015.0,0.04
13869,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,2016.0,0.04
13870,Caesar IV,2006.0,0.04
13871,Sega Rally 2006,,0.04
13872,Song of the Deep,2016.0,0.04
13873,I'm A Celebrity: Get Me Out of Here!,2009.0,0.04
13874,Gundam Battle Online,2001.0,0.04
13875,Harry Potter and the Order of the Phoenix,2007.0,0.04
13876,Shonen Jump's One Piece: Grand Adventure,2006.0,0.04
13877,Holly Hobbie & Friends,2007.0,0.04
13878,Kevin Van Dam: Big Bass Challenge,2010.0,0.04
13879,Stolen,2005.0,0.04
13880,Monster High: New Ghoul in School,2015.0,0.04
13881,Glacier2,2009.0,0.04
13882,Rugby Challenge 3,2016.0,0.04
13883,Memories Off 6: T-Wave,2008.0,0.04
13884,Superstars V8 Racing,2009.0,0.04
13885,Halo: Combat Evolved,2003.0,0.04
13886,Hatsune Miku: Project Diva X,2016.0,0.04
13887,Bullet Girls 2,2016.0,0.04
13888,Famicom Remix Best Choice,2015.0,0.04
13889,Pro Race Driver,2003.0,0.04
13890,Sleepover Party,2009.0,0.04
13891,100 Classic Games,2011.0,0.04
13892,Ide Yosuke no Mahjong Kazoku,1995.0,0.04
13893,Richard Burns Rally,2004.0,0.04
13894,WRC: FIA World Rally Championship,2005.0,0.04
13895,Quiz Mobile Gundam: Toi Senshi DX,2006.0,0.04
13896,R-Type Command (correct US sales),2007.0,0.04
13897,E.T. The Extra-Terrestrial: Interplanetary Mission,2001.0,0.04
13898,Story Hour: Fairy Tales,2008.0,0.04
13899,Dynasty Warriors Vol. 2 (JP sales),2006.0,0.04
13900,Countdown Vampires,1999.0,0.04
13901,Crypt Killer,1997.0,0.04
13902,Tokumei Sentai Go-Busters,2012.0,0.04
13903,Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,2002.0,0.04
13904,The Treasures of Montezuma,2010.0,0.04
13905,Saints Row 2,2009.0,0.04
13906,Harry Potter and the Prisoner of Azkaban,2004.0,0.04
13907,Battle Hunter,1999.0,0.04
13908,PO'ed,1996.0,0.04
13909,Heathcliff! Frantic Foto,2010.0,0.04
13910,Adidas Power Soccer,1996.0,0.04
13911,LEGO Jurassic World,2015.0,0.04
13912,Secret Files 2: Puritas Cordis,2009.0,0.04
13913,Darklight Conflict,1997.0,0.04
13914,Dragon Ball: Advanced Adventure,2004.0,0.04
13915,Art of Fighting 3: The Path of the Warrior,1996.0,0.04
13916,Rabbids Land,2012.0,0.04
13917,Civilization Beyond Earth: Rising Tide,2015.0,0.04
13918,The Ripping Friends,2002.0,0.04
13919,Rodea the Sky Soldier,2015.0,0.04
13920,Konami Arcade Classics,1999.0,0.04
13921,Hunter x Hunter: Wonder Adventure,2012.0,0.04
13922,Super Army War,2005.0,0.04
13923,Ao no Exorcist: Genkoku no Labyrinth,2012.0,0.04
13924,Don Bradman Cricket 14,2015.0,0.04
13925,Echo Night Beyond,2004.0,0.04
13926,Minna no Chizu,2006.0,0.04
13927,Doom II: Hell on Earth,2002.0,0.04
13928,Taikou Risshiden V,2009.0,0.04
13929,Shin Hayarigami,2014.0,0.04
13930,Jikkyou Powerful Major League,2006.0,0.04
13931,Train Simulator 2016,2015.0,0.04
13932,Corpse Party: Blood Covered - Repeated Fear,2015.0,0.04
13933,Suzumiya Haruhi no Tsuisou,2011.0,0.04
13934,Zoo Hospital,2007.0,0.04
13935,Evolution Skateboarding,2002.0,0.04
13936,Greg Hastings' Tournament Paintball Max'd,2006.0,0.04
13937,The Idolm@ster: Must Songs - Red Board / Blue Board,2015.0,0.04
13938,Jikkyou World Soccer 2002,2002.0,0.04
13939,Tenshou Gakuen Gekkouroku,2006.0,0.04
13940,Ski-Doo Snowmobile Challenge,2009.0,0.04
13941,Aquanaut's Holiday: Kakusareta Kiroku,2008.0,0.04
13942,Real Soccer 2008,2007.0,0.04
13943,Little Red Riding Hood's Zombie BBQ,2008.0,0.04
13944,Texas Hold 'Em Poker DS,2005.0,0.04
13945,DuckTales: Remastered,2013.0,0.04
13946,APB Reloaded,2011.0,0.04
13947,Railroad Tycoon 3,2003.0,0.04
13948,Magical Starsign (JP sales),2006.0,0.04
13949,Big Mutha Truckers,2005.0,0.04
13950,DT Carnage,2009.0,0.04
13951,Resident Evil 6,2016.0,0.04
13952,Teenage Zombies: Invasion of the Alien Brain Thingys,2008.0,0.04
13953,Ar Nosurge: Ode to an Unborn Star,2014.0,0.04
13954,Warriors Orochi 3,2014.0,0.04
13955,Monster High: New Ghoul in School,2015.0,0.04
13956,Ragnarok Odyssey,2014.0,0.04
13957,Rugby 08,2007.0,0.04
13958,GoPets: Vacation Island,2008.0,0.04
13959,Pia Carrot e Youkoso!! 2.5,2008.0,0.04
13960,Cy Girls,2004.0,0.04
13961,The Sum of All Fears,2002.0,0.04
13962,Da Capo I & II Plus Situation Portable,2010.0,0.04
13963,World of Tanks,,0.04
13964,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,2010.0,0.04
13965,Bubble Bobble Double Shot,2007.0,0.04
13966,Minority Report: Everybody Runs,2002.0,0.04
13967,Monster Hunter Frontier Online: Season 9.0,2010.0,0.04
13968,Winning Post 8,2014.0,0.04
13969,C.O.R.E.,2009.0,0.04
13970,Garfield: The Search for Pooky,2003.0,0.04
13971,Rugby World Cup 2015,2015.0,0.04
13972,Galaxy Fight,1994.0,0.04
13973,Chaos Wars,2006.0,0.04
13974,Steambot Chronicles,2005.0,0.04
13975,Toki no Kizuna: Sekigahara Kitan,2012.0,0.04
13976,Mr. Driller,1999.0,0.04
13977,Norn9: Norn + Nonette,2013.0,0.04
13978,Super Hero Generation,2014.0,0.04
13979,Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,2007.0,0.04
13980,Gumby vs. the Astrobots,2005.0,0.04
13981,Trine 2,2011.0,0.04
13982,Doraemon: Shin Nobita no Nihon Tanjou,2016.0,0.04
13983,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,2008.0,0.04
13984,Worms: Ultimate Mayhem,2011.0,0.04
13985,Scaler,2004.0,0.04
13986,NHL Legacy,2015.0,0.04
13987,Chaos;Head Noah,2009.0,0.04
13988,Tears to Tiara Anecdotes: The Secret of Avalon,2009.0,0.04
13989,Legasista,2012.0,0.04
13990,Fatal Fury: Battle Archives Volume 1,2006.0,0.04
13991,The Night of the Rabbit,2013.0,0.04
13992,Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,2009.0,0.04
13993,Rhapsody: A Musical Adventure,1998.0,0.04
13994,NHL 16,2015.0,0.04
13995,Destiny: The Collection,2016.0,0.04
13996,Music Maker: Rockstar,2009.0,0.04
13997,Fading Shadows,2008.0,0.04
13998,Formula 1 06,2006.0,0.04
13999,Without Warning,2005.0,0.04
14000,"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",2008.0,0.04
14001,Smashing Drive,2002.0,0.04
14002,Age of Mythology: The Titans,2003.0,0.04
14003,Fighting Vipers 2,2000.0,0.04
14004,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005.0,0.04
14005,Sudoku Ball Detective,2009.0,0.04
14006,12-Sai. Koisuru Diary,2016.0,0.04
14007,Castlevania: Lords of Shadow - Reverie,2011.0,0.04
14008,Napoleon Dynamite: The Game,2007.0,0.04
14009,Beatdown: Fists of Vengeance,2005.0,0.04
14010,Enchanted Arms (JP sales),2007.0,0.04
14011,Monster Force,2002.0,0.04
14012,World of Goo,2008.0,0.04
14013,Onsei Kanjou Sokuteiki: Kokoro Scan,2007.0,0.04
14014,Clock Zero: Shuuen no Ichibyou Portable,2011.0,0.04
14015,San Goku Shi DS 3,2010.0,0.04
14016,Trick x Logic: Season 2,2010.0,0.04
14017,Challenge Me: Word Puzzles,2011.0,0.04
14018,Hakuouki: Zuisouroku,2009.0,0.04
14019,World in Conflict,2007.0,0.04
14020,World Championship Pool 2004,2003.0,0.04
14021,Derby Tsuku 5: Derby Uma o Tsukurou!,2006.0,0.04
14022,S.T.A.L.K.E.R.: Clear Sky,2008.0,0.04
14023,Jikkyou Powerful Major League 2009,2009.0,0.04
14024,SD Gundam Force: Showdown!,2004.0,0.04
14025,Ray Gigant,2015.0,0.04
14026,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,2006.0,0.04
14027,Flow: Urban Dance Uprising,2005.0,0.04
14028,Ailu de Puzzle,2012.0,0.04
14029,World in Conflict: Complete Edition,2009.0,0.04
14030,True Pinball,1996.0,0.04
14031,Jane's Hotel,2010.0,0.04
14032,Stadium Games,2003.0,0.04
14033,RLH: Run Like Hell,2003.0,0.04
14034,Power Play Pool,2006.0,0.04
14035,J-League Pro Striker 2,1994.0,0.04
14036,Obscure,2004.0,0.04
14037,Caesar III,1998.0,0.04
14038,Super Robot Taisen: Scramble Commander the 2nd,2007.0,0.04
14039,Mahjong Taikai,2004.0,0.04
14040,Tomb Raider: Anniversary,2007.0,0.04
14041,Espgaluda II Black Label,2010.0,0.04
14042,The Croods: Prehistoric Party!,2013.0,0.04
14043,Bratz Kidz,2008.0,0.04
14044,Hot Potato!,2001.0,0.04
14045,Barbie and Her Sisters Puppy Rescue,2015.0,0.04
14046,Kiniro no Corda 2 f,2009.0,0.04
14047,Swords,,0.04
14048,Winter Sports 3: The Great Tournament,2010.0,0.04
14049,Deception III: Dark Delusion,1999.0,0.04
14050,Gothic Universe,2007.0,0.04
14051,Ultimate Game Room,2009.0,0.04
14052,Alpha Protocol,2010.0,0.04
14053,Penguins of Madagascar,2014.0,0.04
14054,Nobunaga's Ambition II,2015.0,0.04
14055,DarkStar One,2006.0,0.04
14056,Half-Minute Hero 2,,0.04
14057,Clockwork Empires,,0.04
14058,Monster Kingdom: Jewel Summoner,2006.0,0.04
14059,Cook Wars,2009.0,0.04
14060,Kuroshitsuji: Phantom & Ghost,2009.0,0.04
14061,Petz: Catz Playground,2010.0,0.04
14062,Pirates: Duels on the High Seas,2008.0,0.04
14063,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,2010.0,0.04
14064,Sins of a Solar Empire: Trinity,2010.0,0.04
14065,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,2010.0,0.04
14066,Mahjong 300,2011.0,0.04
14067,The Ant Bully,2006.0,0.04
14068,Sega Arcade Gallery,2003.0,0.04
14069,Crazy Machines,2008.0,0.04
14070,Astrology DS,2009.0,0.04
14071,"My World, My Way (US sales)",2008.0,0.04
14072,Planescape: Torment,1998.0,0.04
14073,Tao Adventure: Curse Demon,2005.0,0.04
14074,Aegis of Earth: Protonovus Assault,2016.0,0.04
14075,Hello Kitty: Roller Rescue,2005.0,0.04
14076,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,2007.0,0.04
14077,A Game of Thrones: Genesis,2011.0,0.04
14078,Hotel Giant 2,2008.0,0.04
14079,NHRA Drag Racing: Countdown to the Championship,2007.0,0.04
14080,Black Stone: Magic & Steel,2003.0,0.04
14081,MLB 15: The Show,2015.0,0.04
14082,Puyo Pop Fever(us sales),2004.0,0.04
14083,Hitman: Blood Money,2006.0,0.04
14084,Assassin's Creed Chronicles: China,2015.0,0.04
14085,The Cursed Crusade,2011.0,0.04
14086,Harukanaru Toki no Naka de: Maihitoyo,2006.0,0.04
14087,Painkiller: Hell Wars,2006.0,0.04
14088,Housekeeping,,0.04
14089,FunkMaster Flex's Digital Hitz Factory,2003.0,0.04
14090,Star Wars Jedi Knight: Jedi Academy,2003.0,0.04
14091,Greg Hastings Paintball 2,2010.0,0.04
14092,Sangoku Koi Senki: Otome no Heihou!,2012.0,0.04
14093,Batman: A Telltale Game Series,2016.0,0.04
14094,Castlevania Bloodlines,1994.0,0.04
14095,Hakuouki: Zuisouroku DS,2011.0,0.04
14096,Might & Magic X: Legacy,2014.0,0.04
14097,Detective Conan: Prelude from the Past,2012.0,0.04
14098,Luminous Arc 3,2009.0,0.04
14099,Major League Baseball 2K8,,0.03
14100,FabStyle,2011.0,0.03
14101,Rebel Raiders: Operation Nighthawk,2006.0,0.03
14102,Turbo: Super Stunt Squad,2013.0,0.03
14103,Zenkoku Dekotora Matsuri,2008.0,0.03
14104,Adventure Time: Explore the Dungeon Because I Don't Know!,2013.0,0.03
14105,Fast & Furious: Showdown,2013.0,0.03
14106,Alienators: Evolution Continues,2001.0,0.03
14107,Onechanbara Z Kagura,2013.0,0.03
14108,Marines: Modern Urban Combat,2010.0,0.03
14109,DoraMoji: Nobita no Kanji Daisakusen,2015.0,0.03
14110,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,2010.0,0.03
14111,Supreme Ruler: Cold War,2011.0,0.03
14112,Travel Coach: Europe 1,2008.0,0.03
14113,Top Gun: Hard Lock,2012.0,0.03
14114,MX World Tour Featuring Jamie Little,2005.0,0.03
14115,XBLAZE Code: Embryo,2013.0,0.03
14116,The Idolmaster: Gravure For You! Vol. 4,2012.0,0.03
14117,RedCard 20-03,2002.0,0.03
14118,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,2009.0,0.03
14119,Puyo Puyo 7,2009.0,0.03
14120,Asterix & Obelix: Kick Buttix,2004.0,0.03
14121,Radiant Silvergun,1998.0,0.03
14122,Bounty Hounds,2006.0,0.03
14123,Care Bears - Care Quest,2005.0,0.03
14124,Apache: Air Assault,2010.0,0.03
14125,Cooking Mama: My Sweets Shop,2014.0,0.03
14126,Championship Manager Season 01/02,2001.0,0.03
14127,Even in a Game Listen to Me Girls. I Am Your Father!,2012.0,0.03
14128,Tokyo Majin Gakuen: Kenfuuchou,2008.0,0.03
14129,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,2002.0,0.03
14130,Zatch Bell! Electric Arena,2003.0,0.03
14131,Boulder Dash: Rocks!,2007.0,0.03
14132,NHRA Drag Racing: Countdown to the Championship,2007.0,0.03
14133,The Void,2008.0,0.03
14134,TOCA Race Driver 3,2006.0,0.03
14135,Daito Giken Premium Pachi-Slot Collection: Yoshimune,2006.0,0.03
14136,Maximum Racing: Drag & Stock Racer,2010.0,0.03
14137,Sky Dancers,2005.0,0.03
14138,Silent Scope,2002.0,0.03
14139,Resident Evil 4 HD,2016.0,0.03
14140,World Series of Poker: Tournament of Champions 2007 Edition,2006.0,0.03
14141,Clever Kids: Pirates,2008.0,0.03
14142,Yggdra Union: We'll Never Fight Alone,2006.0,0.03
14143,Tour de France 2014,2014.0,0.03
14144,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,2012.0,0.03
14145,Rapala Tournament Fishing!,2006.0,0.03
14146,The Legend of Heroes: Trails in the Sky SC Evolution,2015.0,0.03
14147,Prey,2006.0,0.03
14148,Wangan Midnight,2007.0,0.03
14149,ESPN NBA 2Night 2002,2002.0,0.03
14150,Cabela's Dangerous Hunts 2,2005.0,0.03
14151,SpongeBob: HeroPants,2015.0,0.03
14152,Kekkaishi: Kokubourou no Kage,2007.0,0.03
14153,Trap Gunner: Countdown to Oblivion,1998.0,0.03
14154,Suzumiya Haruhi no Tsuisou,2011.0,0.03
14155,Mame Goma: Shiro to Kuro no Meikyuu,2012.0,0.03
14156,"Crouching Tiger, Hidden Dragon",2003.0,0.03
14157,Clash of Elementalists,2013.0,0.03
14158,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,2006.0,0.03
14159,Harukanaru Toki no Naka de Yumenoukihashi Special,2009.0,0.03
14160,Rise of Nations: Rise of Legends,2006.0,0.03
14161,Sabre Wulf,,0.03
14162,Tsuyo Kiss: Mighty Heart,2006.0,0.03
14163,Zoo Tycoon,2001.0,0.03
14164,Gacharoku,2002.0,0.03
14165,SX Superstar,2003.0,0.03
14166,Cake Mania: Baker's Challenge,2008.0,0.03
14167,MotoGP,2006.0,0.03
14168,Zoo Vet: Endangered Animals,2008.0,0.03
14169,Deer Drive: Legends,2012.0,0.03
14170,Driven,2001.0,0.03
14171,Red Faction II,2003.0,0.03
14172,Criminal Girls 2,2015.0,0.03
14173,SD Gundam G Generation: Gather Beat 2,2001.0,0.03
14174,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,2011.0,0.03
14175,Who Wants to be a Millionaire: 1st Edition,2007.0,0.03
14176,Diabolik Lovers: Dark Fate,2015.0,0.03
14177,Battle Engine Aquila,2003.0,0.03
14178,Astonishia Story,2006.0,0.03
14179,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,2016.0,0.03
14180,Special Forces: Nemesis Strike,2005.0,0.03
14181,Women's Volleyball Championship,2007.0,0.03
14182,Junior Island Adventure,2011.0,0.03
14183,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,2007.0,0.03
14184,MX vs. ATV Supercross,2014.0,0.03
14185,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,2007.0,0.03
14186,Sacra Terra: Angelic Night,2011.0,0.03
14187,Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016.0,0.03
14188,Battle Assault 3 featuring Gundam Seed,2004.0,0.03
14189,Crimson Tears,2004.0,0.03
14190,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,2008.0,0.03
14191,Batman Forever: The Arcade Game,1996.0,0.03
14192,Romance of the Three Kingdoms (3DS),2013.0,0.03
14193,Electroplankton,2005.0,0.03
14194,Cabela's Outdoor Adventures,2005.0,0.03
